Team ID,File ID,MOS,lang
716,fileid_169,1.0,de
716,fileid_170,1.75,de
716,fileid_171,1.625,de
716,fileid_172,1.625,de
716,fileid_173,2.5,de
716,fileid_174,1.875,de
716,fileid_175,1.375,de
716,fileid_176,2.25,de
716,fileid_177,1.25,de
716,fileid_178,1.125,de
716,fileid_179,1.75,de
716,fileid_180,1.875,de
716,fileid_181,2.0,de
716,fileid_182,1.375,de
716,fileid_183,1.125,de
716,fileid_184,1.375,de
716,fileid_185,1.0,de
716,fileid_186,2.625,de
716,fileid_187,2.375,de
716,fileid_238,1.5,de
716,fileid_239,2.125,de
716,fileid_240,1.375,de
716,fileid_272,1.875,de
716,fileid_273,1.75,de
716,fileid_274,1.875,de
716,fileid_275,1.5,de
716,fileid_276,2.875,de
716,fileid_277,1.125,de
716,fileid_278,1.75,de
716,fileid_279,1.375,de
716,fileid_280,1.125,de
716,fileid_281,1.25,de
716,fileid_282,1.25,de
716,fileid_283,1.25,de
716,fileid_284,1.75,de
716,fileid_285,2.25,de
716,fileid_286,1.75,de
716,fileid_287,1.375,de
716,fileid_288,2.0,de
716,fileid_289,1.25,de
716,fileid_290,2.625,de
716,fileid_291,2.375,de
716,fileid_292,1.625,de
716,fileid_293,2.5,de
716,fileid_294,1.0,de
716,fileid_357,2.375,de
716,fileid_358,2.875,de
716,fileid_359,1.25,de
716,fileid_360,1.875,de
716,fileid_361,2.125,de
716,fileid_362,1.25,de
716,fileid_363,1.25,de
716,fileid_364,1.625,de
716,fileid_365,1.375,de
716,fileid_366,3.125,de
716,fileid_367,1.375,de
716,fileid_368,3.625,de
716,fileid_369,2.25,de
716,fileid_370,1.75,de
716,fileid_371,1.125,de
716,fileid_372,3.25,de
716,fileid_373,2.375,de
716,fileid_374,2.5,de
716,fileid_429,1.125,de
716,fileid_430,1.25,de
716,fileid_431,1.625,de
716,fileid_432,1.0,de
716,fileid_433,1.5,de
716,fileid_434,1.5,de
716,fileid_435,1.0,de
716,fileid_436,2.0,de
716,fileid_437,1.0,de
716,fileid_438,1.125,de
716,fileid_439,1.125,de
716,fileid_440,1.0,de
716,fileid_611,1.625,de
716,fileid_612,1.625,de
716,fileid_613,1.125,de
716,fileid_614,4.0,de
716,fileid_615,2.0,de
716,fileid_616,2.625,de
716,fileid_617,2.75,de
716,fileid_618,2.25,de
716,fileid_619,2.0,de
716,fileid_620,2.0,de
716,fileid_631,1.75,de
716,fileid_632,1.125,de
716,fileid_633,2.125,de
716,fileid_634,1.0,de
716,fileid_635,2.25,de
716,fileid_636,1.125,de
716,fileid_637,1.5,de
716,fileid_643,1.875,de
716,fileid_644,2.125,de
716,fileid_645,1.625,de
716,fileid_646,2.75,de
716,fileid_647,2.125,de
716,fileid_648,1.875,de
716,fileid_649,2.125,de
716,fileid_650,1.0,de
716,fileid_651,1.0,de
716,fileid_652,2.875,de
716,fileid_653,2.5,de
716,fileid_654,2.625,de
716,fileid_655,3.125,de
716,fileid_656,1.25,de
716,fileid_657,1.75,de
716,fileid_658,1.875,de
716,fileid_659,1.75,de
716,fileid_660,2.0,de
716,fileid_661,1.625,de
716,fileid_662,2.5,de
716,fileid_663,1.625,de
716,fileid_664,2.5,de
716,fileid_665,3.75,de
716,fileid_666,3.5,de
716,fileid_720,1.625,de
716,fileid_721,1.875,de
716,fileid_722,2.75,de
716,fileid_723,1.5,de
716,fileid_724,2.25,de
716,fileid_725,2.875,de
716,fileid_726,2.75,de
716,fileid_727,1.75,de
716,fileid_728,1.0,de
716,fileid_729,2.5,de
716,fileid_730,1.625,de
716,fileid_731,2.125,de
716,fileid_750,1.5,de
716,fileid_751,1.75,de
716,fileid_752,1.75,de
716,fileid_753,2.0,de
716,fileid_754,1.5,de
716,fileid_797,1.875,de
716,fileid_798,1.625,de
716,fileid_799,2.625,de
716,fileid_800,1.0,de
716,fileid_801,2.5,de
716,fileid_827,1.875,de
716,fileid_828,1.375,de
716,fileid_841,2.625,de
716,fileid_842,2.375,de
716,fileid_843,2.125,de
716,fileid_844,2.25,de
716,fileid_845,3.5,de
716,fileid_846,2.875,de
716,fileid_847,3.125,de
716,fileid_848,3.0,de
716,fileid_849,3.25,de
716,fileid_850,3.125,de
719,fileid_169,3.25,de
719,fileid_170,1.25,de
719,fileid_171,3.25,de
719,fileid_172,3.25,de
719,fileid_173,3.25,de
719,fileid_174,4.25,de
719,fileid_175,2.375,de
719,fileid_176,3.625,de
719,fileid_177,2.75,de
719,fileid_178,1.0,de
719,fileid_179,2.75,de
719,fileid_180,3.125,de
719,fileid_181,3.625,de
719,fileid_182,2.875,de
719,fileid_183,2.5,de
719,fileid_184,2.75,de
719,fileid_185,3.75,de
719,fileid_186,4.0,de
719,fileid_187,2.75,de
719,fileid_238,3.0,de
719,fileid_239,3.375,de
719,fileid_240,3.375,de
719,fileid_272,3.875,de
719,fileid_273,3.375,de
719,fileid_274,3.0,de
719,fileid_275,4.0,de
719,fileid_276,3.75,de
719,fileid_277,1.5,de
719,fileid_278,3.875,de
719,fileid_279,3.0,de
719,fileid_280,2.0,de
719,fileid_281,2.5,de
719,fileid_282,1.5,de
719,fileid_283,2.125,de
719,fileid_284,2.75,de
719,fileid_285,3.125,de
719,fileid_286,1.75,de
719,fileid_287,2.25,de
719,fileid_288,3.875,de
719,fileid_289,1.5,de
719,fileid_290,4.25,de
719,fileid_291,3.875,de
719,fileid_292,1.5,de
719,fileid_293,3.25,de
719,fileid_294,2.125,de
719,fileid_357,2.125,de
719,fileid_358,3.75,de
719,fileid_359,1.875,de
719,fileid_360,1.875,de
719,fileid_361,3.0,de
719,fileid_362,3.625,de
719,fileid_363,1.75,de
719,fileid_364,2.625,de
719,fileid_365,2.375,de
719,fileid_366,4.375,de
719,fileid_367,2.375,de
719,fileid_368,3.25,de
719,fileid_369,2.375,de
719,fileid_370,2.25,de
719,fileid_371,1.5,de
719,fileid_372,2.375,de
719,fileid_373,2.375,de
719,fileid_374,3.75,de
719,fileid_429,3.5,de
719,fileid_430,3.625,de
719,fileid_431,2.875,de
719,fileid_432,2.625,de
719,fileid_433,2.875,de
719,fileid_434,3.125,de
719,fileid_435,1.625,de
719,fileid_436,3.375,de
719,fileid_437,1.25,de
719,fileid_438,2.375,de
719,fileid_439,2.625,de
719,fileid_440,2.125,de
719,fileid_611,2.5,de
719,fileid_612,2.0,de
719,fileid_613,2.25,de
719,fileid_614,3.0,de
719,fileid_615,2.875,de
719,fileid_616,1.75,de
719,fileid_617,2.25,de
719,fileid_618,2.0,de
719,fileid_619,2.875,de
719,fileid_620,3.125,de
719,fileid_631,2.375,de
719,fileid_632,2.625,de
719,fileid_633,2.5,de
719,fileid_634,2.625,de
719,fileid_635,2.0,de
719,fileid_636,1.5,de
719,fileid_637,3.5,de
719,fileid_643,3.625,de
719,fileid_644,2.375,de
719,fileid_645,2.75,de
719,fileid_646,3.375,de
719,fileid_647,2.75,de
719,fileid_648,3.5,de
719,fileid_649,4.125,de
719,fileid_650,1.875,de
719,fileid_651,3.25,de
719,fileid_652,2.375,de
719,fileid_653,2.875,de
719,fileid_654,3.25,de
719,fileid_655,3.625,de
719,fileid_656,3.875,de
719,fileid_657,3.5,de
719,fileid_658,3.125,de
719,fileid_659,2.375,de
719,fileid_660,2.875,de
719,fileid_661,2.5,de
719,fileid_662,3.125,de
719,fileid_663,2.625,de
719,fileid_664,2.625,de
719,fileid_665,2.25,de
719,fileid_666,4.375,de
719,fileid_720,3.5,de
719,fileid_721,3.125,de
719,fileid_722,4.0,de
719,fileid_723,3.0,de
719,fileid_724,2.75,de
719,fileid_725,2.375,de
719,fileid_726,3.625,de
719,fileid_727,2.625,de
719,fileid_728,2.125,de
719,fileid_729,2.375,de
719,fileid_730,1.125,de
719,fileid_731,2.375,de
719,fileid_750,2.75,de
719,fileid_751,2.75,de
719,fileid_752,3.25,de
719,fileid_753,3.0,de
719,fileid_754,2.375,de
719,fileid_797,2.625,de
719,fileid_798,2.625,de
719,fileid_799,3.5,de
719,fileid_800,2.5,de
